CustomerID,Age,Family size,Restaurant Rating,Delivery Rating,No. of orders placed,Delivery Time,Order Value,Ease and convenient_encoded,Self Cooking_encoded,Health Concern_encoded,Late Delivery_encoded,Poor Hygiene_encoded,Bad past experience_encoded,More Offers and Discount_encoded,Maximum wait time_encoded,Influence of rating_encoded,Gender_Male,Marital Status_Prefer not to say,Marital Status_Single,Occupation_House wife,Occupation_Self Employeed,Occupation_Student,Educational Qualifications_Ph.D,Educational Qualifications_Post Graduate,Educational Qualifications_School,Educational Qualifications_Uneducated,Frequently used Medium_Food delivery apps,Frequently used Medium_Walk-in,Frequently used Medium_Web browser,Frequently ordered Meal category_Dinner,Frequently ordered Meal category_Lunch,Frequently ordered Meal category_Snacks,Perference_Non Veg foods (Lunch / Dinner),Perference_Sweets,Perference_Veg foods (Breakfast / Lunch / Dinner)
CUS000001,-1.3361965362404262,0.4304045303487028,-1.424355302627382,-1.3878219373408682,0.16353622690772135,0.41430179772253617,-1.1741003609006415,-0.7725327737375948,-0.08045417739045461,-0.2126163799959431,-0.2406220464190603,-0.1267896240055159,0.05191566609426954,-0.49336949627746346,-0.9701456617788421,0.5375273039353374,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
CUS000002,-0.41142251185211465,-0.23247158275007096,-1.424355302627382,-1.3878219373408682,-1.5802776290829428,1.3861389350351048,1.2468751766589459,1.300014828924017,1.7038406900689613,1.512514898345123,0.6690022048166299,1.606580852124688,1.8385306578901672,1.21037706872222,-0.9701456617788421,0.5375273039353374,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
CUS000003,-0.8738095240462704,-0.23247158275007096,0.005731812083007566,1.4445835707699426,0.7989938184975397,-1.1649335504103877,-1.1741003609006415,1.300014828924017,-0.9726016111201625,-0.2126163799959431,-0.2406220464190603,0.739895614059586,0.9452231619922183,-0.49336949627746346,0.18892310255693237,0.5375273039353374,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
CUS000004,-0.8738095240462704,1.7561567565462504,-0.7093117452721873,0.7364821937422399,-1.1664912903732938,0.3535619766405006,-1.1741003609006415,0.26374102759321116,0.8116932563392534,1.512514898345123,-0.2406220464190603,0.739895614059586,-0.8413918298036793,1.21037706872222,-0.9701456617788421,0.5375273039353374,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
CUS000005,-0.8738095240462704,0.4304045303487028,0.005731812083007566,-1.3878219373408682,1.4048952430366688,-0.8612344450002102,1.2468751766589459,0.26374102759321116,0.8116932563392534,1.512514898345123,1.57862645605232,0.739895614059586,1.8385306578901672,0.3585037862223783,-0.9701456617788421,0.5375273039353374,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
CUS000006,0.2821580064391191,-0.8953476958488448,-0.7093117452721873,0.7364821937422399,-1.2403817080000168,0.04986287123032293,1.2468751766589459,0.26374102759321116,-0.9726016111201625,-0.2126163799959431,0.6690022048166299,0.739895614059586,0.9452231619922183,0.3585037862223783,0.18892310255693237,0.5375273039353374,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
CUS000007,-0.8738095240462704,-0.23247158275007096,1.4358189267933974,-0.6797205603131655,-0.9152638704424353,-1.2256733714924233,-1.1741003609006415,1.300014828924017,-0.9726016111201625,0.6499492591745901,-1.1502462976547507,0.739895614059586,-0.8413918298036793,0.3585037862223783,0.18892310255693237,0.5375273039353374,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
CUS000008,-0.41142251185211465,-0.23247158275007096,1.4358189267933974,-1.3878219373408682,0.4886540644653028,1.0824398296249271,-1.1741003609006415,1.300014828924017,0.8116932563392534,0.6499492591745901,0.6690022048166299,-0.1267896240055159,0.05191566609426954,0.3585037862223783,0.18892310255693237,-0.8522453627161306,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
CUS000009,-0.6426160179491925,-0.8953476958488448,0.005731812083007566,0.0283808167145372,1.2571144077832226,-1.1041937293283521,-1.1741003609006415,0.26374102759321116,0.8116932563392534,0.6499492591745901,-0.2406220464190603,0.739895614059586,0.05191566609426954,0.3585037862223783,-0.9701456617788421,-0.8522453627161306,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
CUS000010,-0.6426160179491925,0.4304045303487028,-1.424355302627382,1.4445835707699426,0.3852074797878905,-1.2864131925744589,-1.1741003609006415,-0.7725327737375948,0.8116932563392534,0.6499492591745901,-0.2406220464190603,-0.1267896240055159,0.05191566609426954,-0.49336949627746346,0.18892310255693237,0.5375273039353374,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
CUS000011,-0.8738095240462704,1.0932806434474764,0.7207753694382024,0.7364821937422399,1.2718924913085674,0.8394805452967848,1.2468751766589459,0.26374102759321116,0.8116932563392534,1.512514898345123,0.6690022048166299,1.606580852124688,0.9452231619922183,0.3585037862223783,0.18892310255693237,0.5375273039353374,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False
CUS000012,-0.6426160179491925,-0.8953476958488448,0.005731812083007566,-0.6797205603131655,-1.654168046709666,0.23208233447642954,1.2468751766589459,1.300014828924017,0.8116932563392534,1.512514898345123,-1.1502462976547507,0.739895614059586,1.8385306578901672,0.3585037862223783,0.18892310255693237,0.5375273039353374,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
CUS000013,-0.6426160179491925,1.0932806434474764,0.005731812083007566,-0.6797205603131655,-0.5310336987834754,0.4750416188045717,-1.1741003609006415,0.26374102759321116,-0.08045417739045461,0.6499492591745901,-0.2406220464190603,0.739895614059586,-0.8413918298036793,0.3585037862223783,-0.9701456617788421,-0.8522453627161306,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
CUS000014,-1.1050030301433484,0.4304045303487028,0.005731812083007566,-0.6797205603131655,1.3901171595113242,0.3535619766405006,-1.1741003609006415,0.26374102759321116,-0.9726016111201625,1.512514898345123,-0.2406220464190603,-0.1267896240055159,0.05191566609426954,1.21037706872222,-0.9701456617788421,0.5375273039353374,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
CUS000015,-0.6426160179491925,1.0932806434474764,-1.424355302627382,0.7364821937422399,-1.2551597915253614,-0.6790149817541036,1.2468751766589459,0.26374102759321116,0.8116932563392534,1.512514898345123,-1.1502462976547507,1.606580852124688,1.8385306578901672,-0.49336949627746346,0.18892310255693237,0.5375273039353374,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
CUS000016,-0.41142251185211465,1.7561567565462504,1.4358189267933974,0.0283808167145372,1.0502212384283982,0.7787407242147494,1.2468751766589459,1.300014828924017,1.7038406900689613,1.512514898345123,-1.1502462976547507,-0.993474862070618,-0.8413918298036793,-0.49336949627746346,-0.9701456617788421,0.5375273039353374,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
CUS000017,0.5133515125361972,-0.8953476958488448,0.005731812083007566,-1.3878219373408682,-1.6098337961336322,0.11060269231235847,1.2468751766589459,-0.7725327737375948,-0.9726016111201625,-0.2126163799959431,-1.1502462976547507,-0.1267896240055159,0.05191566609426954,-0.49336949627746346,1.3479918668927067,-2.242018029367599,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
CUS000018,-0.6426160179491925,-0.23247158275007096,-0.7093117452721873,1.4445835707699426,0.3556513127372013,-1.2864131925744589,1.2468751766589459,0.26374102759321116,-0.08045417739045461,-0.2126163799959431,-0.2406220464190603,1.606580852124688,0.05191566609426954,-1.3452427787773054,0.18892310255693237,0.5375273039353374,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
CUS000019,-0.1802290057550367,0.4304045303487028,0.005731812083007566,0.7364821937422399,0.41476364683857975,-0.8612344450002102,-1.1741003609006415,1.300014828924017,-0.08045417739045461,0.6499492591745901,-2.0598705488904407,1.606580852124688,0.05191566609426954,1.21037706872222,0.18892310255693237,0.5375273039353374,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
CUS000020,-1.1050030301433484,-1.5582238089476186,1.4358189267933974,1.4445835707699426,-0.9448200374931246,0.2928221555584651,0.03638740787915217,0.26374102759321116,-0.08045417739045461,-1.9377476583370095,-0.2406220464190603,-1.86016010013572,-1.734699325701628,-2.1971160612771468,0.18892310255693237,0.5375273039353374,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
CUS000021,-0.41142251185211465,-0.23247158275007096,-0.7093117452721873,1.4445835707699426,-1.3290502091520844,2.0542769669374956,0.03638740787915217,0.26374102759321116,-0.9726016111201625,-1.0751820191664763,-0.2406220464190603,-0.1267896240055159,-0.8413918298036793,0.3585037862223783,2.5070606312284816,0.5375273039353374,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
CUS000022,-0.8738095240462704,0.4304045303487028,0.005731812083007566,-1.3878219373408682,-0.8561515363410569,-0.4967955185079969,-1.1741003609006415,1.300014828924017,0.8116932563392534,-0.2126163799959431,-1.1502462976547507,0.739895614059586,1.8385306578901672,0.3585037862223783,0.18892310255693237,0.5375273039353374,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False
