Age,Family size,Restaurant Rating,Delivery Rating,No. of orders placed,Delivery Time,Order Value,Ease and convenient_encoded,Self Cooking_encoded,Health Concern_encoded,Late Delivery_encoded,Poor Hygiene_encoded,Bad past experience_encoded,More Offers and Discount_encoded,Maximum wait time_encoded,Influence of rating_encoded,Gender_Male,Marital Status_Prefer not to say,Marital Status_Single,Occupation_House wife,Occupation_Self Employeed,Occupation_Student,Educational Qualifications_Ph.D,Educational Qualifications_Post Graduate,Educational Qualifications_School,Educational Qualifications_Uneducated,Frequently used Medium_Food delivery apps,Frequently used Medium_Walk-in,Frequently used Medium_Web browser,Frequently ordered Meal category_Dinner,Frequently ordered Meal category_Lunch,Frequently ordered Meal category_Snacks,Perference_Non Veg foods (Lunch / Dinner),Perference_Sweets,Perference_Veg foods (Breakfast / Lunch / Dinner),pca_convenience,pca_service_issue,pca_deal_sensitive,cluster,CustomerID
-1.3361965362404262,0.4304045303487028,-1.424355302627382,-1.3878219373408682,0.1635362269077213,0.4143017977225361,-1.1741003609006415,-0.7725327737375948,-0.0804541773904546,-0.2126163799959431,-0.2406220464190603,-0.1267896240055159,0.0519156660942695,-0.4933694962774634,-0.970145661778842,0.5375273039353374,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,-0.08129613213114802,-0.16745704706356856,-0.7289541181339847,0,CUS000001
-0.4114225118521146,-0.2324715827500709,-1.424355302627382,-1.3878219373408682,-1.5802776290829428,1.3861389350351048,1.246875176658946,1.300014828924017,1.703840690068961,1.512514898345123,0.6690022048166299,1.606580852124688,1.8385306578901672,1.21037706872222,-0.970145661778842,0.5375273039353374,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,2.0370890615440636,2.4283928782178807,0.47577663140058596,0,CUS000002
-0.8738095240462704,-0.2324715827500709,0.0057318120830075,1.4445835707699426,0.7989938184975397,-1.1649335504103877,-1.1741003609006415,1.300014828924017,-0.9726016111201624,-0.2126163799959431,-0.2406220464190603,0.739895614059586,0.9452231619922185,-0.4933694962774634,0.1889231025569323,0.5375273039353374,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,-1.0340380465405439,0.8917750346652839,-0.7289541181339847,0,CUS000003
-0.8738095240462704,1.7561567565462504,-0.7093117452721873,0.7364821937422399,-1.1664912903732938,0.3535619766405006,-1.1741003609006415,0.2637410275932111,0.8116932563392534,1.512514898345123,-0.2406220464190603,0.739895614059586,-0.8413918298036793,1.21037706872222,-0.970145661778842,0.5375273039353374,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,1.5811229585427253,-0.22151508380961327,0.47577663140058596,0,CUS000004
-0.8738095240462704,0.4304045303487028,0.0057318120830075,-1.3878219373408682,1.4048952430366688,-0.8612344450002102,1.246875176658946,0.2637410275932111,0.8116932563392534,1.512514898345123,1.57862645605232,0.739895614059586,1.8385306578901672,0.3585037862223783,-0.970145661778842,0.5375273039353374,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,1.5811229585427253,2.4031916175502213,-0.1265887433666994,0,CUS000005
0.2821580064391191,-0.8953476958488448,-0.7093117452721873,0.7364821937422399,-1.2403817080000168,0.0498628712303229,1.246875176658946,0.2637410275932111,-0.9726016111201624,-0.2126163799959431,0.6690022048166299,0.739895614059586,0.9452231619922185,0.3585037862223783,0.1889231025569323,0.5375273039353374,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,-0.8684461094045247,1.3691607964890282,-0.1265887433666994,0,CUS000006
-0.8738095240462704,-0.2324715827500709,1.4358189267933974,-0.6797205603131655,-0.9152638704424352,-1.2256733714924233,-1.1741003609006415,1.300014828924017,-0.9726016111201624,0.6499492591745901,-1.1502462976547507,0.739895614059586,-0.8413918298036793,0.3585037862223783,0.1889231025569323,0.5375273039353374,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,-0.4308115527042763,-0.698900845633358,-0.1265887433666994,1,CUS000007
-0.4114225118521146,-0.2324715827500709,1.4358189267933974,-1.3878219373408682,0.4886540644653028,1.0824398296249271,-1.1741003609006415,1.300014828924017,0.8116932563392534,0.6499492591745901,0.6690022048166299,-0.1267896240055159,0.0519156660942695,0.3585037862223783,0.1889231025569323,-0.8522453627161306,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,0.8123045275704387,0.3099287147601759,0.8561289335302587,0,CUS000008
-0.6426160179491925,-0.8953476958488448,0.0057318120830075,0.0283808167145372,1.2571144077832226,-1.104193729328352,-1.1741003609006415,0.2637410275932111,0.8116932563392534,0.6499492591745901,-0.2406220464190603,0.739895614059586,0.0519156660942695,0.3585037862223783,-0.970145661778842,-0.8522453627161306,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,0.9778964647064579,0.3351299754278351,0.8561289335302587,0,CUS000009
-0.6426160179491925,0.4304045303487028,-1.424355302627382,1.4445835707699426,0.3852074797878905,-1.2864131925744589,-1.1741003609006415,-0.7725327737375948,0.8116932563392534,0.6499492591745901,-0.2406220464190603,-0.1267896240055159,0.0519156660942695,-0.4933694962774634,0.1889231025569323,0.5375273039353374,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,1.1434884018424771,-0.16745704706356856,-0.7289541181339847,0,CUS000010
