Age,Family size,Restaurant Rating,Delivery Rating,No. of orders placed,Delivery Time,Order Value,Ease and convenient_encoded,Self Cooking_encoded,Health Concern_encoded,Late Delivery_encoded,Poor Hygiene_encoded,Bad past experience_encoded,More Offers and Discount_encoded,Maximum wait time_encoded,Influence of rating_encoded,Gender_Male,Marital Status_Prefer not to say,Marital Status_Single,Occupation_House wife,Occupation_Self Employeed,Occupation_Student,Educational Qualifications_Ph.D,Educational Qualifications_Post Graduate,Educational Qualifications_School,Educational Qualifications_Uneducated,Frequently used Medium_Food delivery apps,Frequently used Medium_Walk-in,Frequently used Medium_Web browser,Frequently ordered Meal category_Dinner,Frequently ordered Meal category_Lunch,Frequently ordered Meal category_Snacks,Perference_Non Veg foods (Lunch / Dinner),Perference_Sweets,Perference_Veg foods (Breakfast / Lunch / Dinner),pca_convenience,pca_service_issue,pca_deal_sensitive,cluster,CustomerID
-0.8738095240462705,0.4304045303487029,0.0057318120830075,-1.3878219373408682,-0.8561515363410571,-0.4967955185079966,-1.1741003609006415,1.3000148289240172,0.8116932563392532,-0.2126163799959432,-1.1502462976547505,0.7398956140595863,1.8385306578901672,0.3585037862223784,0.1889231025569323,0.5375273039353373,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0.20907803373417053,0.9710343320789885,-0.1265887433666989,0,CUS000022
-0.8738095240462705,0.4304045303487029,0.7207753694382024,0.7364821937422399,-1.6689461302350108,-1.104193729328352,-1.1741003609006415,0.2637410275932113,-0.9726016111201627,1.5125148983451235,-2.0598705488904403,0.7398956140595863,1.8385306578901672,0.3585037862223784,0.1889231025569323,0.5375273039353373,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.3380068782680106,0.49364857025524417,-0.1265887433666989,0,CUS000023
-0.6426160179491927,0.4304045303487029,0.7207753694382024,0.0283808167145372,-1.0039323715945032,-1.5293724769026007,-1.1741003609006415,0.2637410275932113,-0.0804541773904548,0.6499492591745901,0.6690022048166299,0.7398956140595863,0.9452231619922185,-1.345242778777305,-0.970145661778842,0.5375273039353373,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.3563384245691003,1.3691607964890287,-1.3313194929012704,0,CUS000024
-1.1050030301433484,-0.2324715827500708,-1.424355302627382,0.0283808167145372,-0.3536966964793402,0.1106026923123587,-1.1741003609006415,1.3000148289240172,1.703840690068961,1.5125148983451235,0.6690022048166299,1.6065808521246885,-0.841391829803679,1.21037706872222,0.1889231025569323,-0.8522453627161305,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2.0370890615440636,0.7584577005055344,1.4584943082975437,0,CUS000025
-0.1802290057550368,-0.2324715827500708,0.7207753694382024,0.0283808167145372,-1.048266622170537,-0.3753158763439255,0.036387407879152,0.2637410275932113,-0.0804541773904548,0.6499492591745901,0.6690022048166299,-0.1267896240055157,0.0519156660942697,-1.345242778777305,-0.970145661778842,0.5375273039353373,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0.3563384245691003,0.30992871476017586,-1.3313194929012704,0,CUS000026
-0.8738095240462705,1.0932806434474769,0.0057318120830075,0.7364821937422399,0.0600896422303088,-1.104193729328352,1.2468751766589456,0.2637410275932113,-0.9726016111201627,0.6499492591745901,-1.1502462976547505,0.7398956140595863,0.0519156660942697,0.3585037862223784,0.1889231025569323,0.5375273039353373,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,-0.26521961556825724,-0.14225578639590952,-0.1265887433666989,2,CUS000027
-0.8738095240462705,-0.2324715827500708,-1.424355302627382,-0.6797205603131655,0.1783143104330657,0.4143017977225364,0.036387407879152,0.2637410275932113,-0.9726016111201627,1.5125148983451235,-0.2406220464190601,0.7398956140595863,0.0519156660942697,-1.345242778777305,0.1889231025569323,0.5375273039353373,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0.3380068782680106,0.3351299754278351,-1.3313194929012704,0,CUS000028
-0.6426160179491927,-0.2324715827500708,0.0057318120830075,-0.6797205603131655,-0.058135025972448,1.507618577199176,1.2468751766589456,-0.7725327737375947,-0.0804541773904548,-0.2126163799959432,-1.1502462976547505,-0.9934748620706176,-0.841391829803679,-0.4933694962774632,-0.970145661778842,-0.8522453627161305,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.0812961321311478,-1.7040748906161658,0.2537635587629726,1,CUS000029
-0.8738095240462705,0.4304045303487029,0.0057318120830075,-1.3878219373408682,-1.4177187103041524,-0.9827140871642808,1.2468751766589456,-2.8450803763992067,-0.0804541773904548,-0.2126163799959432,-0.2406220464190601,0.7398956140595863,0.0519156660942697,-1.345242778777305,,-2.2420180293675984,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0.24988774214089146,0.3351299754278351,0.6341158608926439,0,CUS000030
-0.8738095240462705,1.0932806434474769,-0.7093117452721873,0.7364821937422399,0.7546595679215057,-0.4360556974259611,-1.1741003609006415,0.2637410275932113,0.8116932563392532,-0.2126163799959432,-1.1502462976547505,0.7398956140595863,0.0519156660942697,0.3585037862223784,0.1889231025569323,0.5375273039353373,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.3746699708701901,-0.14225578639590952,-0.1265887433666989,0,CUS000031
-0.8738095240462705,0.4304045303487029,0.0057318120830075,0.0283808167145372,0.1044238928063427,-0.5575353395900322,0.036387407879152,0.2637410275932113,-0.0804541773904548,0.6499492591745901,0.6690022048166299,-0.1267896240055157,0.0519156660942697,0.3585037862223784,-0.970145661778842,0.5375273039353373,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0.3563384245691003,0.30992871476017586,-0.1265887433666989,0,CUS000032
-0.1802290057550368,0.4304045303487029,0.0057318120830075,-0.6797205603131655,1.6709007464928716,-0.4360556974259611,-1.1741003609006415,0.2637410275932113,0.8116932563392532,0.6499492591745901,0.6690022048166299,-0.9934748620706176,0.0519156660942697,0.3585037862223784,-0.970145661778842,0.5375273039353373,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0.9778964647064579,-0.19265830773122777,-0.1265887433666989,0,CUS000033
-0.8738095240462705,1.0932806434474769,-0.7093117452721873,-0.6797205603131655,-0.0285788589217588,-0.8612344450002098,-1.1741003609006415,0.2637410275932113,0.8116932563392532,1.5125148983451235,0.6690022048166299,0.7398956140595863,0.0519156660942697,1.21037706872222,,0.5375273039353373,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1.5811229585427258,0.8125157372515796,0.4757766314005868,0,CUS000034
-0.8738095240462705,-0.8953476958488447,-1.424355302627382,-1.3878219373408682,0.9172184867002964,-1.1649335504103877,-1.1741003609006415,1.3000148289240172,-0.9726016111201627,0.6499492591745901,1.57862645605232,-0.9934748620706176,1.8385306578901672,-1.345242778777305,,0.5375273039353373,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,-0.43081155270427685,1.3980175725674149,-1.3313194929012704,0,CUS000035
-0.1802290057550368,-0.2324715827500708,0.0057318120830075,1.4445835707699426,-1.432496793829497,0.8394805452967852,0.036387407879152,0.2637410275932113,-1.8647490448498707,-1.0751820191664765,-2.0598705488904403,-1.86016010013572,-1.7346993257016277,-0.4933694962774632,0.1889231025569323,0.5375273039353373,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,-2.09323064337815,-3.2406927341687632,-0.7289541181339846,1,CUS000036
-0.1802290057550368,1.0932806434474769,1.4358189267933974,-1.3878219373408682,1.2127801572071886,-0.9219742660822454,-1.1741003609006415,1.3000148289240172,0.8116932563392532,1.5125148983451235,1.57862645605232,-0.9934748620706176,0.0519156660942697,1.21037706872222,0.1889231025569323,-0.8522453627161305,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1.415531021406706,0.2847274540925167,1.4584943082975437,0,CUS000037
1.4381255369245085,1.0932806434474769,-0.7093117452721873,-1.3878219373408682,0.1487581433823765,1.0217000085428918,-1.1741003609006415,0.2637410275932113,0.8116932563392532,-1.0751820191664765,0.6690022048166299,-0.1267896240055157,0.9452231619922185,-1.345242778777305,1.347991866892707,0.5375273039353373,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.22855652296607756,0.8665737739976248,-1.3313194929012704,0,CUS000038
-0.6426160179491927,-0.2324715827500708,-1.424355302627382,0.0283808167145372,-0.6640364505115771,-1.225673371492423,1.2468751766589456,0.2637410275932113,0.8116932563392532,1.5125148983451235,0.6690022048166299,-0.1267896240055157,0.9452231619922185,0.3585037862223784,0.1889231025569323,0.5375273039353373,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1.5811229585427258,0.8665737739976248,-0.1265887433666989,0,CUS000039
-0.6426160179491927,0.4304045303487029,1.4358189267933974,-0.6797205603131655,-0.7379268681383002,-0.9827140871642808,1.2468751766589456,0.2637410275932113,0.8116932563392532,-0.2126163799959432,-0.2406220464190601,-0.1267896240055157,0.0519156660942697,0.3585037862223784,0.1889231025569323,0.5375273039353373,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.3746699708701901,-0.16745704706356854,-0.1265887433666989,2,CUS000040
0.9757385247303524,0.4304045303487029,0.7207753694382024,0.7364821937422399,-0.3684747800046848,0.596521260968643,1.2468751766589456,0.2637410275932113,0.8116932563392532,1.5125148983451235,0.6690022048166299,1.6065808521246885,1.8385306578901672,-0.4933694962774632,2.5070606312284816,0.5375273039353373,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1.5811229585427258,2.428392878217881,-0.7289541181339846,2,CUS000041
-0.6426160179491927,-0.2324715827500708,-0.7093117452721873,1.4445835707699426,0.281760895110478,1.3253991139530694,-1.1741003609006415,0.2637410275932113,0.8116932563392532,0.6499492591745901,0.6690022048166299,-0.1267896240055157,0.0519156660942697,0.3585037862223784,-0.970145661778842,0.5375273039353373,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.9778964647064579,0.30992871476017586,-0.1265887433666989,0,CUS000042
-0.6426160179491927,0.4304045303487029,-1.424355302627382,0.7364821937422399,-0.5458117823088202,-0.6790149817541032,1.2468751766589456,0.2637410275932113,1.703840690068961,1.5125148983451235,-1.1502462976547505,0.7398956140595863,-0.841391829803679,0.3585037862223784,-0.970145661778842,0.5375273039353373,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2.202680998680083,-0.6989008456333585,-0.1265887433666989,2,CUS000043
-0.8738095240462705,1.0932806434474769,0.7207753694382024,0.7364821937422399,0.8285499855482287,-0.1930964130978189,-1.1741003609006415,0.2637410275932113,1.703840690068961,1.5125148983451235,-0.2406220464190601,0.7398956140595863,0.0519156660942697,-1.345242778777305,-0.970145661778842,0.5375273039353373,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,2.202680998680083,0.3351299754278351,-1.3313194929012704,0,CUS000044
-0.8738095240462705,1.0932806434474769,0.7207753694382024,-1.3878219373408682,-1.3290502091520846,1.4468787561171406,-1.1741003609006415,0.2637410275932113,-0.9726016111201627,-1.0751820191664765,0.6690022048166299,0.7398956140595863,0.9452231619922185,0.3585037862223784,-0.970145661778842,0.5375273039353373,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,-1.4716726032407925,1.3691607964890287,-0.1265887433666989,1,CUS000045
0.2821580064391188,-0.8953476958488447,1.4358189267933974,0.7364821937422399,0.665991066769438,0.9002203663788207,1.2468751766589456,1.3000148289240172,1.703840690068961,1.5125148983451235,1.57862645605232,1.6065808521246885,0.9452231619922185,0.3585037862223784,-0.970145661778842,-2.2420180293675984,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2.0370890615440636,2.349133580804177,1.8388466104272154,0,CUS000046
-0.4114225118521147,-0.2324715827500708,-0.7093117452721873,0.0283808167145372,0.1192019763316873,-1.5293724769026007,0.036387407879152,1.3000148289240172,-0.0804541773904548,1.5125148983451235,-0.2406220464190601,1.6065808521246885,0.9452231619922185,0.3585037862223784,0.1889231025569323,0.5375273039353373,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.7939729812693486,1.394362057156688,-0.1265887433666989,0,CUS000047
-0.6426160179491927,-0.8953476958488447,1.4358189267933974,0.7364821937422399,1.390117159511324,-1.4686326558205651,0.036387407879152,-0.7725327737375947,-0.0804541773904548,-1.0751820191664765,-1.1502462976547505,0.7398956140595863,0.0519156660942697,-0.4933694962774632,-0.970145661778842,0.5375273039353373,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.6845226259674154,-0.14225578639590952,-0.7289541181339846,0,CUS000048
-0.6426160179491927,1.0932806434474769,0.0057318120830075,1.4445835707699426,-1.4177187103041524,-0.9827140871642808,0.036387407879152,1.3000148289240172,0.8116932563392532,-0.2126163799959432,0.6690022048166299,0.7398956140595863,0.0519156660942697,0.3585037862223784,0.1889231025569323,0.5375273039353373,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.20907803373417053,0.8125157372515796,-0.1265887433666989,0,CUS000049
-0.6426160179491927,-0.8953476958488447,-0.7093117452721873,1.4445835707699426,1.7152349970689054,-1.3471530136564942,0.036387407879152,-0.7725327737375947,-0.0804541773904548,-0.2126163799959432,-0.2406220464190601,-0.1267896240055157,0.0519156660942697,-0.4933694962774632,0.1889231025569323,-0.8522453627161305,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,-0.0812961321311478,-0.16745704706356854,0.2537635587629726,0,CUS000050
-0.4114225118521147,-0.2324715827500708,0.7207753694382024,-0.6797205603131655,-0.9152638704424356,-0.4967955185079966,0.036387407879152,0.2637410275932113,-0.9726016111201627,0.6499492591745901,0.6690022048166299,1.6065808521246885,0.9452231619922185,0.3585037862223784,-0.970145661778842,0.5375273039353373,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.26521961556825724,1.8717478189804324,-0.1265887433666989,0,CUS000051
-0.1802290057550368,-0.8953476958488447,1.4358189267933974,0.0283808167145372,-1.6098337961336324,-0.1930964130978189,1.2468751766589456,0.2637410275932113,-1.8647490448498707,-1.93774765833701,-2.0598705488904403,-1.86016010013572,-1.7346993257016277,0.3585037862223784,-0.970145661778842,0.5375273039353373,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,-2.696457137214418,-3.2406927341687632,-0.1265887433666989,1,CUS000052
-0.8738095240462705,-0.2324715827500708,-1.424355302627382,-0.6797205603131655,0.6364348997187488,-0.0108769498517123,-1.1741003609006415,0.2637410275932113,-0.0804541773904548,-0.2126163799959432,-1.1502462976547505,-0.1267896240055157,-0.841391829803679,0.3585037862223784,0.1889231025569323,0.5375273039353373,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,-0.24688806926716741,-1.201487868124762,-0.1265887433666989,1,CUS000053
0.5133515125361968,-0.8953476958488447,-1.424355302627382,-0.6797205603131655,-0.3093624459033064,-0.7397548028361388,0.036387407879152,1.3000148289240172,1.703840690068961,-0.2126163799959432,-1.1502462976547505,1.6065808521246885,0.9452231619922185,1.21037706872222,-0.970145661778842,0.5375273039353373,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.830636073871528,0.9169762953329432,0.4757766314005868,0,CUS000054
-0.8738095240462705,-1.5582238089476184,-0.7093117452721873,0.0283808167145372,-0.8857077033917463,2.115016788019532,1.2468751766589456,0.2637410275932113,1.703840690068961,0.6499492591745901,-0.2406220464190601,0.7398956140595863,0.0519156660942697,0.3585037862223784,1.347991866892707,0.5375273039353373,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1.5994545048438154,0.3351299754278351,-0.1265887433666989,0,CUS000055
-0.4114225118521147,-0.2324715827500708,0.0057318120830075,-1.3878219373408682,0.5034321479906473,0.5357814398866075,-1.1741003609006415,1.3000148289240172,0.8116932563392532,0.6499492591745901,1.57862645605232,0.7398956140595863,1.8385306578901672,0.3585037862223784,1.347991866892707,0.5375273039353373,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.8123045275704384,2.4031916175502217,-0.1265887433666989,0,CUS000056
