CustomerID,Age,Gender,Marital Status,Occupation,Educational Qualifications,Family size,Frequently used Medium,Frequently ordered Meal category ,Perference,Restaurnat Rating,Delivery Rating,No. of orders placed,Delivery Time,Order Value,Ease and convenient,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,More Offers and Discount,Maximum wait time,Influence of rating
CUS012,23,Male,Single,Student,Post Graduate,2,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),3,2,27,42,3,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,45 minutes,Yes
CUS013,23,Male,Single,Student,Post Graduate,5,Walk-in,Snacks,Non Veg foods (Lunch / Dinner),3,2,103,46,1,Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,30 minutes,Maybe
CUS014,21,Male,Single,Student,Graduate,4,Walk-in,Dinner,Non Veg foods (Lunch / Dinner),3,2,233,44,1,Agree,Disagree,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,30 minutes,Yes
CUS015,23,Female,Single,Self Employeed,Post Graduate,5,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),1,4,54,27,3,Agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Neutral,45 minutes,Yes
CUS016,24,Female,Single,Student,Post Graduate,6,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),5,3,210,51,3,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Neutral,30 minutes,Yes
CUS017,28,Female,Single,Employee,Post Graduate,2,Walk-in,Dinner,Veg foods (Breakfast / Lunch / Dinner),3,1,30,40,3,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,60 minutes,No
CUS018,23,Female,Single,Student,Graduate,3,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),2,5,163,17,3,Agree,Neutral,Neutral,Neutral,Strongly agree,Neutral,Disagree,45 minutes,Yes
CUS019,25,Male,Single,Student,Graduate,4,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),3,4,167,24,1,Strongly agree,Neutral,Agree,Strongly disagree,Strongly agree,Neutral,Strongly agree,45 minutes,Yes
CUS020,21,Female,Single,Student,Post Graduate,1,Food delivery apps,Dinner,Veg foods (Breakfast / Lunch / Dinner),5,5,75,43,2,Agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,45 minutes,Yes
CUS021,24,Male,Single,Student,Post Graduate,3,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),2,5,49,72,2,Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,More than 60 minutes,Yes
CUS022,22,Male,Single,Student,Post Graduate,4,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),3,1,81,30,1,Strongly agree,Agree,Neutral,Disagree,Agree,Strongly agree,Agree,45 minutes,Yes
CUS023,22,Female,Single,Student,Graduate,4,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),4,4,26,20,1,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,45 minutes,Yes
CUS024,23,Male,Single,Student,Graduate,4,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),4,3,71,13,1,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,30 minutes,Yes
CUS025,21,Male,Single,Student,Post Graduate,3,Walk-in,Breakfast,Non Veg foods (Lunch / Dinner),1,3,115,40,1,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,45 minutes,Maybe
CUS026,25,Male,Single,Student,Post Graduate,3,Walk-in,Dinner,Veg foods (Breakfast / Lunch / Dinner),4,3,68,32,2,Agree,Neutral,Agree,Agree,Neutral,Neutral,Disagree,30 minutes,Yes
CUS027,22,Female,Single,Student,Post Graduate,5,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),3,4,143,20,3,Agree,Disagree,Agree,Disagree,Agree,Neutral,Agree,45 minutes,Yes
CUS028,22,Male,Single,Student,Post Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),1,2,151,45,2,Agree,Disagree,Strongly agree,Neutral,Agree,Neutral,Disagree,45 minutes,Yes
CUS029,23,Female,Single,Employee,Graduate,3,Walk-in,Snacks,Bakery items (snacks),3,2,135,63,3,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,30 minutes,Maybe
CUS030,22,Male,Single,Student,Post Graduate,4,Walk-in,Snacks,Veg foods (Breakfast / Lunch / Dinner),3,1,43,22,3,Strongly disagree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,15 minutes,No
CUS031,22,Female,Single,Employee,Graduate,5,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),2,4,190,31,1,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,45 minutes,Yes
CUS032,22,Male,Single,Student,Post Graduate,4,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),3,3,146,29,2,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,30 minutes,Yes
CUS033,25,Male,Married,Employee,Ph.D,4,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),3,2,252,31,1,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,30 minutes,Yes
CUS034,22,Female,Single,Student,Post Graduate,5,Walk-in,Dinner,Veg foods (Breakfast / Lunch / Dinner),2,2,137,24,1,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,15 minutes,Yes
CUS035,22,Female,Single,Student,Post Graduate,2,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),1,1,201,19,1,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,15 minutes,Yes
CUS036,25,Male,Single,Student,Post Graduate,3,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),3,5,42,52,2,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,45 minutes,Yes
CUS037,25,Male,Single,Student,Post Graduate,5,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),5,1,221,23,1,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Strongly agree,45 minutes,Maybe
CUS038,32,Female,Prefer not to say,House wife,Graduate,5,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),2,1,149,55,1,Agree,Agree,Disagree,Agree,Neutral,Agree,Disagree,60 minutes,Yes
CUS039,23,Female,Single,Student,Post Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),1,3,94,18,3,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,45 minutes,Yes
CUS040,23,Female,Single,Student,Post Graduate,4,Walk-in,Breakfast,Non Veg foods (Lunch / Dinner),5,2,89,22,3,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,45 minutes,Yes
CUS041,30,Male,Married,Self Employeed,Uneducated,4,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),4,4,114,48,3,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,More than 60 minutes,Yes
CUS042,23,Male,Single,Student,Graduate,3,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),2,5,158,60,1,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,30 minutes,Yes
